stem,stratum,in_wordnet,wordnet_pos,forms,n_forms,stem_intake
plumbotsumite,plural,False,,plumbotsumites,1,
plumehunting,plural,False,,plumehuntings,1,
plumhead,plural,False,,plumheads,1,
plumoseness,plural,False,,plumosenesses,1,
plumpen,gerund-plural,False,,plumpenings,1,twl_scrabble_dictionary
plumularias,verb-form,False,,plumulariased plumulariasing,2,
plumularid,plural,False,,plumularids,1,
plumulary,plural,False,,plumularies,1,
plumuliform,plural,False,,plumuliforms,1,
plumulus,plural,False,,plumuluses,1,
plunge,gerund-plural,True,nv,plungings,1,twl_scrabble_dictionary
plunky,agent-plural,False,,plunkiers,1,twl_scrabble_dictionary
pluperfect,verb-form,True,ns,pluperfected pluperfecting,2,twl_scrabble_dictionary
pluralize,gerund-plural,True,v,pluralizings,1,twl_scrabble_dictionary
plurilateralism,plural,False,,plurilateralisms,1,
plurilingualism,plural,False,,plurilingualisms,1,
plurimodal,plural,False,,plurimodals,1,
plurimodality,plural,False,,plurimodalities,1,
plurinationalism,plural,False,,plurinationalisms,1,
plurinucleate,plural,False,,plurinucleates,1,
plurinucleate,verb-form,False,,plurinucleating,1,
plurinucleated,plural,False,,plurinucleateds,1,
pluripartism,plural,False,,pluripartisms,1,
pluripartite,plural,False,,pluripartites,1,
pluriphase,plural,False,,pluriphases,1,
pluriphonic,plural,False,,pluriphonics,1,
pluripinnate,plural,False,,pluripinnates,1,
pluriplicate,plural,False,,pluriplicates,1,
pluripolar,plural,False,,pluripolars,1,
pluripolarity,plural,False,,pluripolarities,1,
pluripotence,plural,False,,pluripotences,1,
pluripotent,plural,False,,pluripotents,1,twl_scrabble_dictionary
pluriradiate,plural,False,,pluriradiates,1,
pluriradiate,verb-form,False,,pluriradiated pluriradiating,2,
pluriregular,plural,False,,pluriregulars,1,
pluritropic,plural,False,,pluritropics,1,
plurivalent,plural,False,,plurivalents,1,
pluriversalism,plural,False,,pluriversalisms,1,
plurivocality,plural,False,,plurivocalities,1,
plurivoltine,plural,False,,plurivoltines,1,
plurivoltine,verb-form,False,,plurivoltined,1,
plushy,agent-plural,True,s,plushiers,1,twl_scrabble_dictionary
pluteus,plural,True,n,pluteuses,1,twl_scrabble_dictionary
pluviculture,plural,False,,pluvicultures,1,
plywood,gerund-plural,True,n,plywoodings,1,twl_scrabble_dictionary
pneumata,plural,False,,pneumatas,1,
pneumoarthrography,plural,False,,pneumoarthrographies,1,
pneumobranchia,plural,False,,pneumobranchias,1,
pneumocardiography,plural,False,,pneumocardiographies,1,
pneumocephalus,plural,False,,pneumocephaluses,1,
pneumococcemia,plural,False,,pneumococcemias,1,
pneumococcic,plural,False,,pneumococcics,1,
pneumococcocidal,plural,False,,pneumococcocidals,1,
pneumoconstriction,plural,False,,pneumoconstrictions,1,
pneumocystography,plural,False,,pneumocystographies,1,
pneumohaemothorax,plural,False,,pneumohaemothoraxes,1,
pneumohydrothorax,plural,False,,pneumohydrothoraxes,1,
pneumolytic,plural,False,,pneumolytics,1,
pneumomalacia,plural,False,,pneumomalacias,1,
pneumometry,plural,False,,pneumometries,1,
pneumomyelography,plural,False,,pneumomyelographies,1,
pneumonectomize,plural,False,,pneumonectomizes,1,
pneumonectomize,verb-form,False,,pneumonectomizing,1,
pneumonias,plural,True,n,pneumoniases,1,twl_scrabble_dictionary
pneumonology,plural,False,,pneumonologies,1,
pneumonophthisis,plural,False,,pneumonophthisises,1,
pneumonopleuritis,plural,False,,pneumonopleuritises,1,
pneumonorrhaphy,plural,False,,pneumonorrhaphies,1,
pneumonotherapy,plural,False,,pneumonotherapies,1,
pneumopathogenicity,plural,False,,pneumopathogenicities,1,
pneumoplasty,plural,False,,pneumoplasties,1,
pneumoplethysmograph,plural,False,,pneumoplethysmographs,1,
pneumoplethysmography,plural,False,,pneumoplethysmographies,1,
pneumopleuritis,plural,False,,pneumopleuritises,1,
pneumopyothorax,plural,False,,pneumopyothoraxes,1,
pneumorachis,plural,False,,pneumorachises,1,
pneumotachography,plural,False,,pneumotachographies,1,
pneumotherapy,plural,False,,pneumotherapies,1,
pneumotropic,plural,False,,pneumotropics,1,
poach,gerund-plural,True,v,poachings,1,twl_scrabble_dictionary
pocketnet,plural,False,,pocketnets,1,
pockmark,gerund-plural,True,nv,pockmarkings,1,twl_scrabble_dictionary
pococurante,plural,False,,pococurantes,1,twl_scrabble_dictionary
podetia,plural,True,n,podetias,1,
podetial,plural,False,,podetials,1,
podetium,plural,True,n,podetiums,1,
podocarp,plural,True,n,podocarps,1,twl_scrabble_dictionary
podocarpic,plural,False,,podocarpics,1,
pododerm,plural,False,,pododerms,1,
pododynia,plural,False,,pododynias,1,
podofilox,plural,False,,podofiloxes,1,
podomancy,plural,False,,podomancies,1,
podophthalmate,plural,False,,podophthalmates,1,
podophthalmate,verb-form,False,,podophthalmated,1,
podophyllin,verb-form,False,,podophyllined podophyllining,2,
podophyllums,verb-form,True,n,podophyllumsed podophyllumsing,2,twl_scrabble_dictionary
podoplasty,plural,False,,podoplasties,1,
podoscope,verb-form,False,,podoscoped podoscoping,2,
podosomal,plural,False,,podosomals,1,
podzolize,gerund-plural,False,,podzolizings,1,twl_scrabble_dictionary
poelagus,plural,False,,poelaguses,1,
poetaster,verb-form,False,,poetastered poetastering,2,twl_scrabble_dictionary
poeticity,plural,False,,poeticities,1,
pogonias,plural,True,n,pogoniases,1,twl_scrabble_dictionary
pogonion,plural,True,n,pogonions,1,
pogonology,plural,False,,pogonologies,1,
pogonophobic,plural,False,,pogonophobics,1,
pogrom,gerund-plural,True,n,pogromings,1,twl_scrabble_dictionary
poikilothermic,plural,True,s,poikilothermics,1,twl_scrabble_dictionary
poind,gerund-plural,False,,poindings,1,twl_scrabble_dictionary
poinded,plural,False,,poindeds,1,twl_scrabble_dictionary
point,gerund-plural,True,nv,pointings,1,twl_scrabble_dictionary
pointblank,plural,False,,pointblanks,1,
pokeweed,verb-form,True,n,pokeweeded pokeweeding,2,twl_scrabble_dictionary
poky,agent-plural,True,ns,pokiers,1,twl_scrabble_dictionary
pol,gerund-plural,True,n,polings,1,twl_scrabble_dictionary
poleax,gerund-plural,True,nv,poleaxings,1,twl_scrabble_dictionary
polemicize,gerund-plural,True,v,polemicizings,1,twl_scrabble_dictionary
polemize,gerund-plural,True,v,polemizings,1,twl_scrabble_dictionary
poleplasm,plural,False,,poleplasms,1,
police,gerund-plural,True,nv,policings,1,twl_scrabble_dictionary
polish,gerund-plural,True,anv,polishings,1,twl_scrabble_dictionary
politicalize,gerund-plural,False,,politicalizings,1,twl_scrabble_dictionary
politicise,gerund-plural,True,v,politicisings,1,twl_scrabble_dictionary
politicize,gerund-plural,True,v,politicizings,1,twl_scrabble_dictionary
politick,gerund-plural,True,v,politickings,1,twl_scrabble_dictionary
polje,plural,False,,poljes,1,extended_domain_sources
polkaed,plural,True,v,polkaeds,1,twl_scrabble_dictionary
pollenate,gerund-plural,True,v,pollenatings,1,twl_scrabble_dictionary
pollute,gerund-plural,True,v,pollutings,1,twl_scrabble_dictionary
polterabend,plural,False,,polterabends,1,
polyacetone,plural,False,,polyacetones,1,
polyalkylated,plural,False,,polyalkylateds,1,
polyalkyleneamine,plural,False,,polyalkyleneamines,1,
polyallyl,plural,False,,polyallyls,1,
polyallylamine,verb-form,False,,polyallylamined polyallylamining,2,
polyallylate,plural,False,,polyallylates,1,
polyallylate,verb-form,False,,polyallylated polyallylating,2,
polyaluminate,verb-form,False,,polyaluminated polyaluminating,2,
polyamideimide,verb-form,False,,polyamideimided polyamideimiding,2,
polyamine,verb-form,False,,polyamined polyamining,2,twl_scrabble_dictionary
polyaminocarboxylic,plural,False,,polyaminocarboxylics,1,
polyaminopolystyrene,plural,False,,polyaminopolystyrenes,1,
polyaminopolystyrene,verb-form,False,,polyaminopolystyrened polyaminopolystyrening,2,
polyaminopropyl,plural,False,,polyaminopropyls,1,
polyaminopropyl,verb-form,False,,polyaminopropyled polyaminopropyling,2,
polyamorousness,plural,False,,polyamorousnesses,1,
polyanetholesulfonate,plural,False,,polyanetholesulfonates,1,
polyanhydroglucose,plural,False,,polyanhydroglucoses,1,
polyaramid,verb-form,False,,polyaramided polyaramiding,2,
polyarteritis,plural,True,n,polyarteritises,1,
polyarthritis,plural,False,,polyarthritises,1,
polyarylate,verb-form,False,,polyarylating,1,
polyarylenevinylene,verb-form,False,,polyarylenevinylened polyarylenevinylening,2,
polyaryloxysilane,verb-form,False,,polyaryloxysilaned polyaryloxysilaning,2,
polyaspartate,verb-form,False,,polyaspartated polyaspartating,2,
polyaspartic,plural,False,,polyaspartics,1,
polyatomicity,plural,False,,polyatomicities,1,
polyaxonal,plural,False,,polyaxonals,1,
polybag,gerund-plural,False,,polybaggings,1,
polybat,plural,False,,polybats,1,
polycarbyne,plural,False,,polycarbynes,1,
polycatenation,plural,False,,polycatenations,1,
polycathode,plural,False,,polycathodes,1,
polycausal,plural,False,,polycausals,1,
polycephalism,plural,False,,polycephalisms,1,
polycephality,plural,False,,polycephalities,1,
polychlorofluoroethylene,plural,False,,polychlorofluoroethylenes,1,
polychromatize,gerund-plural,False,,polychromatizings,1,
polychrome,gerund-plural,True,nsv,polychromings,1,twl_scrabble_dictionary
polychromia,plural,False,,polychromias,1,
polychromism,plural,False,,polychromisms,1,
polychromize,gerund-plural,True,v,polychromizings,1,
polychronism,plural,False,,polychronisms,1,
polyclimax,plural,False,,polyclimaxes,1,
polycoat,gerund-plural,False,,polycoatings,1,
polycoat,plural,False,,polycoats,1,
polycolpate,plural,False,,polycolpates,1,
polycomb,plural,False,,polycombs,1,
polycomb,verb-form,False,,polycombed polycombing,2,
polycondensing,plural,False,,polycondensings,1,
polyconjugate,verb-form,False,,polyconjugating,1,
polyconjugated,plural,False,,polyconjugateds,1,
polycoordinated,plural,False,,polycoordinateds,1,
polycross,gerund-plural,False,,polycrossings,1,
polycrossed,plural,False,,polycrosseds,1,
polycultivation,plural,False,,polycultivations,1,
polyculturalism,plural,False,,polyculturalisms,1,
polyculturalist,plural,False,,polyculturalists,1,
polyculturality,plural,False,,polyculturalities,1,
polycultured,plural,False,,polycultureds,1,
polyculturing,plural,False,,polyculturings,1,
polycurve,plural,False,,polycurves,1,
polycurve,verb-form,False,,polycurved polycurving,2,
polycuspate,plural,False,,polycuspates,1,
polycuspate,verb-form,False,,polycuspated polycuspating,2,
polycuspid,plural,False,,polycuspids,1,
polycuspidate,plural,False,,polycuspidates,1,
polycuspidate,verb-form,False,,polycuspidated polycuspidating,2,
polycyanamide,plural,False,,polycyanamides,1,
polycyanate,verb-form,False,,polycyanated polycyanating,2,
polycyanogen,plural,False,,polycyanogens,1,
polycyanurate,verb-form,False,,polycyanurated polycyanurating,2,
polycyclic,plural,False,,polycyclics,1,twl_scrabble_dictionary
polycyclicity,plural,False,,polycyclicities,1,
polycyclisation,plural,False,,polycyclisations,1,
polycycloaddition,plural,False,,polycycloadditions,1,
polycyclobutene,plural,False,,polycyclobutenes,1,
polycyclohexane,plural,False,,polycyclohexanes,1,
polycyclohexene,plural,False,,polycyclohexenes,1,
polycycloidal,plural,False,,polycycloidals,1,
polycyclooctene,plural,False,,polycyclooctenes,1,
polycycloolefin,plural,False,,polycycloolefins,1,
polycyclopentene,plural,False,,polycyclopentenes,1,
polycyclotrimerization,plural,False,,polycyclotrimerizations,1,
polycyst,plural,False,,polycysts,1,
polycytidine,plural,False,,polycytidines,1,
polycytidylic,plural,False,,polycytidylics,1,
polydactyl,plural,True,a,polydactyls,1,twl_scrabble_dictionary
polydactylic,plural,False,,polydactylics,1,
polydecene,plural,False,,polydecenes,1,
polydeism,plural,False,,polydeisms,1,
polydental,plural,False,,polydentals,1,
polydeoxyadenosine,plural,False,,polydeoxyadenosines,1,
polydeoxycytidylic,plural,False,,polydeoxycytidylics,1,
polydeoxyguanylate,plural,False,,polydeoxyguanylates,1,
polydeoxyguanylate,verb-form,False,,polydeoxyguanylated polydeoxyguanylating,2,
polydeoxyguanylic,plural,False,,polydeoxyguanylics,1,
polydeoxyribose,plural,False,,polydeoxyriboses,1,
polydeoxyribose,verb-form,False,,polydeoxyribosed polydeoxyribosing,2,
polydeoxythymidine,plural,False,,polydeoxythymidines,1,
polydeoxythymidylate,plural,False,,polydeoxythymidylates,1,
polydeoxythymidylate,verb-form,False,,polydeoxythymidylated polydeoxythymidylating,2,
polydeoxythymidylic,plural,False,,polydeoxythymidylics,1,
polyderm,plural,False,,polyderms,1,
polyderm,verb-form,False,,polydermed,1,
polydermatomyositis,plural,False,,polydermatomyositises,1,
polydesmus,plural,False,,polydesmuses,1,
polydeuteration,plural,False,,polydeuterations,1,
polydialectal,plural,False,,polydialectals,1,
polydiamond,plural,False,,polydiamonds,1,
polydiamond,verb-form,False,,polydiamonded polydiamonding,2,
polydiazonium,plural,False,,polydiazoniums,1,
polydiegetic,plural,False,,polydiegetics,1,
polydiene,verb-form,False,,polydiened polydiening,2,
polydigitate,plural,False,,polydigitates,1,
polydimensional,plural,False,,polydimensionals,1,
polydiorganosiloxane,verb-form,False,,polydiorganosiloxaned polydiorganosiloxaning,2,
polydipsic,plural,False,,polydipsics,1,twl_scrabble_dictionary
polydisperseness,plural,False,,polydispersenesses,1,
polydispersional,plural,False,,polydispersionals,1,
polydithiocarbamate,plural,False,,polydithiocarbamates,1,
polydithiocarbamate,verb-form,False,,polydithiocarbamated,1,
polydodecanamide,plural,False,,polydodecanamides,1,
polydodecenamer,plural,False,,polydodecenamers,1,
polydysplastic,plural,False,,polydysplastics,1,
polydystrophy,plural,False,,polydystrophies,1,
polyelastomeric,plural,False,,polyelastomerics,1,
polyelectric,plural,False,,polyelectrics,1,
polyetherurea,plural,False,,polyetherureas,1,
polyethism,plural,False,,polyethisms,1,
polyethnicity,plural,False,,polyethnicities,1,
polyethoxylated,plural,False,,polyethoxylateds,1,
polyethyl,plural,False,,polyethyls,1,
polyethylated,plural,False,,polyethylateds,1,
polyethylenenaphthalate,plural,False,,polyethylenenaphthalates,1,
polyethylenenaphthalate,verb-form,False,,polyethylenenaphthalated polyethylenenaphthalating,2,
polyethylenoxide,plural,False,,polyethylenoxides,1,
polyethylidene,plural,False,,polyethylidenes,1,
polyethyloxazoline,plural,False,,polyethyloxazolines,1,
polyethylterephthalate,plural,False,,polyethylterephthalates,1,
polyethylterephthalate,verb-form,False,,polyethylterephthalated polyethylterephthalating,2,
polyfaceted,plural,False,,polyfaceteds,1,
polyfacial,plural,False,,polyfacials,1,
polyfacies,plural,False,,polyfacieses,1,
polyfibre,verb-form,False,,polyfibred polyfibring,2,
polyfidelity,plural,False,,polyfidelities,1,
polyflagellate,plural,False,,polyflagellates,1,
polyfluorescent,plural,False,,polyfluorescents,1,
polyfluorination,plural,False,,polyfluorinations,1,
polyfluoroalkylation,plural,False,,polyfluoroalkylations,1,
polyfluoroaryl,plural,False,,polyfluoroaryls,1,
polyfluorobenzyl,plural,False,,polyfluorobenzyls,1,
polyfluorohydrocarbon,plural,False,,polyfluorohydrocarbons,1,
polyfoam,gerund-plural,True,n,polyfoamings,1,
polygalas,plural,True,n,polygalases,1,twl_scrabble_dictionary
polygamize,gerund-plural,False,,polygamizings,1,twl_scrabble_dictionary
polygender,plural,False,,polygenders,1,
polygeneity,plural,False,,polygeneities,1,
polygeneration,plural,False,,polygenerations,1,
polygenotypic,plural,False,,polygenotypics,1,
polygeosyncline,plural,False,,polygeosynclines,1,
polyglacial,plural,False,,polyglacials,1,
polyglacialism,plural,False,,polyglacialisms,1,
polyglossia,plural,False,,polyglossias,1,
polyglot,gerund-plural,True,ns,polyglottings,1,twl_scrabble_dictionary
polygluconate,plural,False,,polygluconates,1,
polygluconate,verb-form,False,,polygluconated polygluconating,2,
polyglucuronate,plural,False,,polyglucuronates,1,
polyglucuronate,verb-form,False,,polyglucuronated polyglucuronating,2,
polyglutamate,verb-form,False,,polyglutamating,1,
polyglutamic,plural,False,,polyglutamics,1,
polyglutamylate,gerund-plural,False,,polyglutamylatings,1,
polyglutamylate,plural,False,,polyglutamylates,1,
polyglutamylation,plural,False,,polyglutamylations,1,
polyglutarimide,plural,False,,polyglutarimides,1,
polyglycerate,plural,False,,polyglycerates,1,
polyglycerate,verb-form,False,,polyglycerated polyglycerating,2,
polyglyceric,plural,False,,polyglycerics,1,
polyglycerolphosphate,plural,False,,polyglycerolphosphates,1,
polyglycerolphosphate,verb-form,False,,polyglycerolphosphated polyglycerolphosphating,2,
polyglycerolphosphatide,plural,False,,polyglycerolphosphatides,1,
polyglycerolphosphatide,verb-form,False,,polyglycerolphosphatided polyglycerolphosphatiding,2,
polyglycidyl,plural,False,,polyglycidyls,1,
polyglycidylmethacrylate,plural,False,,polyglycidylmethacrylates,1,
polyglycidylmethacrylate,verb-form,False,,polyglycidylmethacrylated polyglycidylmethacrylating,2,
polyglycolate,verb-form,False,,polyglycolated polyglycolating,2,
polyglycolic,plural,False,,polyglycolics,1,
polyhybridism,plural,False,,polyhybridisms,1,
polyhydramnios,plural,False,,polyhydramnioses,1,
polyhydroxybutyrate,verb-form,False,,polyhydroxybutyrated polyhydroxybutyrating,2,
polyhydroxycarbonyl,plural,False,,polyhydroxycarbonyls,1,
polyhydroxychalcones,verb-form,False,,polyhydroxychalconesed,1,
polyhydroxyethylmethacrylates,verb-form,False,,polyhydroxyethylmethacrylatesed,1,
polyhydroxyhexanoate,plural,False,,polyhydroxyhexanoates,1,
polyhydroxyhexanoate,verb-form,False,,polyhydroxyhexanoated polyhydroxyhexanoating,2,
polyhydroxylation,plural,False,,polyhydroxylations,1,
polyhydroxymethacrylate,plural,False,,polyhydroxymethacrylates,1,
polyhydroxyoctanoate,plural,False,,polyhydroxyoctanoates,1,
polyhydroxyoctanoate,verb-form,False,,polyhydroxyoctanoated polyhydroxyoctanoating,2,
polyhydroxystyrene,plural,False,,polyhydroxystyrenes,1,
polyindole,plural,False,,polyindoles,1,
polyinosinate,plural,False,,polyinosinates,1,
polyinosinate,verb-form,False,,polyinosinated polyinosinating,2,
polyinosine,plural,False,,polyinosines,1,
polyisobutadiene,plural,False,,polyisobutadienes,1,
polyisobutane,plural,False,,polyisobutanes,1,
polyisobutenyl,plural,False,,polyisobutenyls,1,
polyisobutyl,plural,False,,polyisobutyls,1,
polyisobutylcyanoacrylate,plural,False,,polyisobutylcyanoacrylates,1,
polyisobutylmethacrylate,plural,False,,polyisobutylmethacrylates,1,
polyisocyanate,verb-form,False,,polyisocyanated polyisocyanating,2,
polyisocyanide,verb-form,False,,polyisocyanided polyisocyaniding,2,
polyisocyanurate,verb-form,False,,polyisocyanurated polyisocyanurating,2,
polyisoleucine,plural,False,,polyisoleucines,1,
polyisomaltose,plural,False,,polyisomaltoses,1,
polyisomerism,plural,False,,polyisomerisms,1,
polyisonitrile,verb-form,False,,polyisonitriled polyisonitriling,2,
polyisophthalate,plural,False,,polyisophthalates,1,
polyisophthalate,verb-form,False,,polyisophthalated polyisophthalating,2,
polyisoprenyl,plural,False,,polyisoprenyls,1,
polyisoprenylation,plural,False,,polyisoprenylations,1,
polyisothiocyanate,verb-form,False,,polyisothiocyanated polyisothiocyanating,2,
polyisotopic,plural,False,,polyisotopics,1,
polyketene,plural,False,,polyketenes,1,
polykinetic,plural,False,,polykinetics,1,
polylactate,verb-form,False,,polylactated polylactating,2,
polylactic,plural,False,,polylactics,1,
polylactide,verb-form,False,,polylactided polylactiding,2,
polylanguaging,plural,False,,polylanguagings,1,
polylateralism,plural,False,,polylateralisms,1,
polyligation,plural,False,,polyligations,1,
polylinguality,plural,False,,polylingualities,1,
polylinguism,plural,False,,polylinguisms,1,
polylithiation,plural,False,,polylithiations,1,
polylobate,plural,False,,polylobates,1,
polymerblend,plural,False,,polymerblends,1,
polymethoxyflavonoid,plural,False,,polymethoxyflavonoids,1,
polymethylacetylene,plural,False,,polymethylacetylenes,1,
polymethylacrylate,verb-form,False,,polymethylacrylated polymethylacrylating,2,
polymethylacrylic,plural,False,,polymethylacrylics,1,
polymethylation,plural,False,,polymethylations,1,
polymethylbenzene,verb-form,False,,polymethylbenzened polymethylbenzening,2,
polymethylene,verb-form,False,,polymethylened polymethylening,2,
polymethyleneimino,plural,False,,polymethyleneiminos,1,
polymethylsilazane,plural,False,,polymethylsilazanes,1,
polymethylsiloxane,verb-form,False,,polymethylsiloxaned polymethylsiloxaning,2,
polymetry,plural,False,,polymetries,1,
polymicrobial,plural,False,,polymicrobials,1,
polymicrogyrias,plural,False,,polymicrogyriases,1,
polymyalgic,plural,False,,polymyalgics,1,
polynational,plural,False,,polynationals,1,
polyneuritic,plural,False,,polyneuritics,1,
polyoxoniobate,verb-form,False,,polyoxoniobated,1,
polyoxyalkylene,verb-form,False,,polyoxyalkylened,1,
polyoxyalkyleneamine,plural,False,,polyoxyalkyleneamines,1,
polyoxybutylene,plural,False,,polyoxybutylenes,1,
polyoxyethylenic,plural,False,,polyoxyethylenics,1,
polyoxymethylene,verb-form,False,,polyoxymethylened,1,
polyoxypropylenepolyoxyethylene,plural,False,,polyoxypropylenepolyoxyethylenes,1,
polyparium,plural,False,,polypariums,1,twl_scrabble_dictionary
polypartite,plural,False,,polypartites,1,
polypartite,verb-form,False,,polypartited polypartiting,2,
polypedal,plural,False,,polypedals,1,
polyphagic,plural,False,,polyphagics,1,
polyphagism,plural,False,,polyphagisms,1,
polypharmacologic,plural,False,,polypharmacologics,1,
polyphasal,plural,False,,polyphasals,1,
polyphased,plural,False,,polyphaseds,1,
polyphenylmethylsiloxane,plural,False,,polyphenylmethylsiloxanes,1,
polyphonized,plural,False,,polyphonizeds,1,
polyphosphorylation,plural,False,,polyphosphorylations,1,
polyphyodonty,plural,False,,polyphyodonties,1,
polypidal,plural,False,,polypidals,1,
polypiform,plural,False,,polypiforms,1,
polyplanar,plural,False,,polyplanars,1,
polyplicate,verb-form,False,,polyplicated polyplicating,2,
polyploidism,plural,False,,polyploidisms,1,
polypneic,plural,False,,polypneics,1,twl_scrabble_dictionary
polypodiophyta,plural,False,,polypodiophytas,1,
polypragmasia,plural,False,,polypragmasias,1,
polypropiolactone,plural,False,,polypropiolactones,1,
polyribosomal,plural,False,,polyribosomals,1,twl_scrabble_dictionary
polysensoriality,plural,False,,polysensorialities,1,
polysomal,plural,False,,polysomals,1,
polysomatism,plural,False,,polysomatisms,1,
polysome,verb-form,False,,polysomed,1,twl_scrabble_dictionary
polysomia,plural,False,,polysomias,1,
polyspheric,plural,False,,polyspherics,1,
polyspirane,plural,False,,polyspiranes,1,
polyspondylic,plural,False,,polyspondylics,1,
polyspory,plural,False,,polyspories,1,
polystyrene,verb-form,True,n,polystyrened,1,twl_scrabble_dictionary
polysulfate,verb-form,False,,polysulfating,1,
polysymmetry,plural,False,,polysymmetries,1,
polysynovitis,plural,False,,polysynovitises,1,
polysystemicity,plural,False,,polysystemicities,1,
polytechnism,plural,False,,polytechnisms,1,
polytempo,plural,False,,polytempos,1,
polytetrafluoroethene,plural,False,,polytetrafluoroethenes,1,
polytetramethyleneglycol,plural,False,,polytetramethyleneglycols,1,
polythalamia,plural,False,,polythalamias,1,
polythalamic,plural,False,,polythalamics,1,
polythelia,plural,False,,polythelias,1,
polythymidine,plural,False,,polythymidines,1,
polytonic,plural,False,,polytonics,1,
polyureas,plural,False,,polyureases,1,
polyuric,plural,False,,polyurics,1,twl_scrabble_dictionary
polyuridylation,plural,False,,polyuridylations,1,
polyvariant,plural,False,,polyvariants,1,
polyvinyl,plural,False,,polyvinyls,1,twl_scrabble_dictionary
polyvinylbenzene,plural,False,,polyvinylbenzenes,1,
polyvinylcarbazole,plural,False,,polyvinylcarbazoles,1,
polyvinylcinnamate,plural,False,,polyvinylcinnamates,1,
polyvinylferrocene,plural,False,,polyvinylferrocenes,1,
polyvinylfluoride,plural,False,,polyvinylfluorides,1,
polyvinylpyrrolidone,plural,False,,polyvinylpyrrolidones,1,
polyvocal,plural,False,,polyvocals,1,
polyvocalism,plural,False,,polyvocalisms,1,
polywire,plural,False,,polywires,1,
polywire,verb-form,False,,polywired polywiring,2,
polywrapping,plural,False,,polywrappings,1,
polyxeny,plural,False,,polyxenies,1,
polyzoism,plural,False,,polyzoisms,1,
pomade,gerund-plural,True,nv,pomadings,1,twl_scrabble_dictionary
pomatias,plural,False,,pomatiases,1,
pomatostomus,plural,False,,pomatostomuses,1,
pombaline,plural,False,,pombalines,1,
pomegranate,verb-form,True,n,pomegranated pomegranating,2,twl_scrabble_dictionary
pommace,plural,False,,pommaces,1,
pommel,gerund-plural,True,nv,pommellings,1,twl_scrabble_dictionary
pompadore,plural,False,,pompadores,1,
ponce,gerund-plural,True,n,poncings,1,twl_scrabble_dictionary
poncirus,plural,True,n,ponciruses,1,
pondberry,plural,False,,pondberries,1,
ponderosas,plural,True,n,ponderosases,1,twl_scrabble_dictionary
ponderostat,plural,False,,ponderostats,1,
pong,gerund-plural,True,n,pongings,1,twl_scrabble_dictionary
ponginess,plural,False,,ponginesses,1,
poniard,gerund-plural,True,nv,poniardings,1,twl_scrabble_dictionary
pony,gerund-plural,True,n,ponyings,1,twl_scrabble_dictionary
ponyfoot,plural,False,,ponyfoots,1,
ponytail,verb-form,True,n,ponytailing,1,twl_scrabble_dictionary
poo,gerund-plural,False,,pooings,1,twl_scrabble_dictionary
pooch,gerund-plural,True,nv,poochings,1,twl_scrabble_dictionary
pooftery,plural,False,,poofteries,1,
poomsae,plural,False,,poomsaes,1,
poop,gerund-plural,True,n,poopings,1,twl_scrabble_dictionary
poormouth,gerund-plural,False,,poormouthings,1,twl_scrabble_dictionary
popelike,plural,False,,popelikes,1,twl_scrabble_dictionary
popishness,plural,False,,popishnesses,1,
popliteus,plural,False,,popliteuses,1,twl_scrabble_dictionary
popple,gerund-plural,False,,popplings,1,twl_scrabble_dictionary
popularise,gerund-plural,True,v,popularisings,1,twl_scrabble_dictionary
popularize,gerund-plural,True,v,popularizings,1,twl_scrabble_dictionary
poriferic,plural,False,,poriferics,1,
poriform,plural,False,,poriforms,1,
poriform,verb-form,False,,poriformed poriforming,2,
pork,gerund-plural,True,n,porkings,1,twl_scrabble_dictionary
porkbarrel,verb-form,False,,porkbarreled,1,
porkish,plural,False,,porkishes,1,
porkrind,verb-form,False,,porkrinded porkrinding,2,
pornification,plural,False,,pornifications,1,
pornify,gerund-plural,False,,pornifyings,1,
pornology,plural,False,,pornologies,1,
pornoviolence,plural,False,,pornoviolences,1,
porny,agent-plural,False,,porniers,1,twl_scrabble_dictionary
porny,verb-form,False,,pornied,1,twl_scrabble_dictionary
poroconidium,plural,False,,poroconidiums,1,
poroelasticity,plural,False,,poroelasticities,1,
porometry,plural,False,,porometries,1,
poroplasticity,plural,False,,poroplasticities,1,
pororocas,plural,False,,pororocases,1,
porose,plural,True,s,poroses,1,twl_scrabble_dictionary
porose,verb-form,True,s,porosed porosing,2,twl_scrabble_dictionary
poroseness,plural,False,,porosenesses,1,
porosification,plural,False,,porosifications,1,
porosimetric,plural,False,,porosimetrics,1,
porosimetry,plural,False,,porosimetries,1,
porosphere,plural,False,,porospheres,1,
porotomy,plural,False,,porotomies,1,
porpeagle,plural,False,,porpeagles,1,
porphinate,plural,False,,porphinates,1,
porphobilinogen,plural,False,,porphobilinogens,1,
porphyranase,verb-form,False,,porphyranased porphyranasing,2,
porphyrexide,plural,False,,porphyrexides,1,
porphyricity,plural,False,,porphyricities,1,
porphyrinfullerene,plural,False,,porphyrinfullerenes,1,
porphyrinic,plural,False,,porphyrinics,1,
porphyrinopathic,plural,False,,porphyrinopathics,1,
porphyrinquinone,plural,False,,porphyrinquinones,1,
porphyrism,plural,False,,porphyrisms,1,
porphyritic,plural,True,a,porphyritics,1,twl_scrabble_dictionary
porphyrobacter,plural,False,,porphyrobacters,1,
porphyrobaphe,plural,False,,porphyrobaphes,1,
