stem,stratum,in_wordnet,wordnet_pos,forms,n_forms,stem_intake
isochronal,wn-adj,True,s,isochronaler isochronalest,2,twl_scrabble_dictionary
isochronic,not-in-wn,False,,isochronicer isochronicest,2,
isochronical,not-in-wn,False,,isochronicaler isochronicalest,2,
isochronous,wn-adj,True,s,isochronouser isochronousest,2,twl_scrabble_dictionary
isoclinal,wn-adj,True,ns,isoclinaler isoclinalest,2,twl_scrabble_dictionary
isoclinic,wn-adj,True,s,isoclinicer isoclinicest,2,twl_scrabble_dictionary
isoclonal,not-in-wn,False,,isoclonaler isoclonalest,2,
isocolloidal,not-in-wn,False,,isocolloidaler isocolloidalest,2,
isodactylous,not-in-wn,False,,isodactylouser isodactylousest,2,
isogranular,not-in-wn,False,,isogranularer isogranularest,2,
isohalinic,not-in-wn,False,,isohalinicer isohalinicest,2,
isohedral,not-in-wn,False,,isohedraler isohedralest,2,
isointensive,not-in-wn,False,,isointensiver isointensivest,2,
isoionic,not-in-wn,False,,isoionicer isoionicest,2,
isolable,wn-adj,True,s,isolabler isolablest,2,twl_scrabble_dictionary
isolatable,not-in-wn,False,,isolatabler isolatablest,2,twl_scrabble_dictionary
isologous,not-in-wn,False,,isologouser isologousest,2,twl_scrabble_dictionary
isomerous,not-in-wn,False,,isomerouser isomerousest,2,twl_scrabble_dictionary
isomorphous,wn-adj,True,a,isomorphouser isomorphousest,2,twl_scrabble_dictionary
isonitrosomalonic,not-in-wn,False,,isonitrosomalonicer isonitrosomalonicest,2,
isonomic,not-in-wn,False,,isonomicer isonomicest,2,twl_scrabble_dictionary
isonutritive,not-in-wn,False,,isonutritiver isonutritivest,2,
isonymic,not-in-wn,False,,isonymicer isonymicest,2,
isonymous,not-in-wn,False,,isonymouser isonymousest,2,
isopropylate,not-in-wn,False,,isopropylater,1,
isopycnical,not-in-wn,False,,isopycnicaler isopycnicalest,2,
isoquantal,not-in-wn,False,,isoquantaler isoquantalest,2,
isoradial,not-in-wn,False,,isoradialer isoradialest,2,
isorotational,not-in-wn,False,,isorotationaller isorotationallest,2,
isosthenic,not-in-wn,False,,isosthenicer isosthenicest,2,
isotactic,not-in-wn,False,,isotacticer isotacticest,2,twl_scrabble_dictionary
isotheral,not-in-wn,False,,isotheraler isotheralest,2,twl_scrabble_dictionary
isothermical,not-in-wn,False,,isothermicaler isothermicalest,2,
isothermobathic,not-in-wn,False,,isothermobathicer isothermobathicest,2,
isothermogravimetric,not-in-wn,False,,isothermogravimetricer isothermogravimetricest,2,
isothermous,not-in-wn,False,,isothermouser isothermousest,2,
isothetic,not-in-wn,False,,isotheticer isotheticest,2,
isotomic,not-in-wn,False,,isotomicer isotomicest,2,
isotomous,not-in-wn,False,,isotomouser isotomousest,2,
isotonic,wn-adj,True,as,isotonicer isotonicest,2,twl_scrabble_dictionary
isotopic,wn-adj,True,a,isotopicer,1,twl_scrabble_dictionary
isotransplant,not-in-wn,False,,isotransplanter,1,
isotropical,not-in-wn,False,,isotropicaler isotropicalest,2,
isovanillic,not-in-wn,False,,isovanillicer isovanillicest,2,
isovolemic,not-in-wn,False,,isovolemicer isovolemicest,2,
isoxazolyls,not-in-wn,False,,isoxazolylser,1,
isozygous,not-in-wn,False,,isozygouser isozygousest,2,
isozymatic,not-in-wn,False,,isozymaticer isozymaticest,2,
isozymic,not-in-wn,False,,isozymicer isozymicest,2,twl_scrabble_dictionary
issuable,not-in-wn,False,,issuabler issuablest,2,twl_scrabble_dictionary
issuant,not-in-wn,False,,issuanter issuantest,2,twl_scrabble_dictionary
issueless,not-in-wn,False,,issuelesser issuelessest,2,twl_scrabble_dictionary
isthmical,not-in-wn,False,,isthmicaler isthmicalest,2,
iterable,not-in-wn,False,,iterabler iterablest,2,
jackfish,not-in-wn,False,,jackfisher,1,twl_scrabble_dictionary
jailable,not-in-wn,False,,jailabler jailablest,2,twl_scrabble_dictionary
jammable,not-in-wn,False,,jammabler jammablest,2,twl_scrabble_dictionary
janglesome,not-in-wn,False,,janglesomer,1,
jargonaphasic,not-in-wn,False,,jargonaphasicer jargonaphasicest,2,
jarring,wn-adj,True,sv,jarringer jarringest,2,twl_scrabble_dictionary
jasmonic,not-in-wn,False,,jasmonicer jasmonicest,2,
jejunal,not-in-wn,False,,jejunaler jejunalest,2,twl_scrabble_dictionary
jejunoileal,not-in-wn,False,,jejunoilealer jejunoilealest,2,
jeremiadic,not-in-wn,False,,jeremiadicer jeremiadicest,2,
jestful,not-in-wn,False,,jestfuller jestfullest,2,twl_scrabble_dictionary
jesuitic,wn-adj,True,a,jesuiticer jesuiticest,2,twl_scrabble_dictionary
jesuitical,wn-adj,True,a,jesuiticaler jesuiticalest,2,twl_scrabble_dictionary
jettable,not-in-wn,False,,jettabler jettablest,2,
jettisonable,not-in-wn,False,,jettisonabler jettisonablest,2,twl_scrabble_dictionary
jezail,not-in-wn,False,,jezailer,1,twl_scrabble_dictionary
jiggery,not-in-wn,False,,jiggerier jiggeriest,2,authoritative_extracts
joinable,not-in-wn,False,,joinabler joinablest,2,twl_scrabble_dictionary
joint,wn-adj,True,ansv,jointest,1,twl_scrabble_dictionary
joss,wn-other,True,n,josser,1,twl_scrabble_dictionary
joyful,wn-adj,True,as,joyfuler,1,
justiciable,not-in-wn,False,,justiciabler justiciablest,2,twl_scrabble_dictionary
justifiable,wn-adj,True,s,justifiabler justifiablest,2,twl_scrabble_dictionary
justificational,not-in-wn,False,,justificationaler justificationalest,2,
jutelike,not-in-wn,False,,juteliker jutelikest,2,twl_scrabble_dictionary
juvie,not-in-wn,False,,juvieer juvieest,2,
kaleidophonic,not-in-wn,False,,kaleidophonicer kaleidophonicest,2,
kaleidoscopical,wn-adj,True,s,kaleidoscopicaler kaleidoscopicalest,2,
kalemic,not-in-wn,False,,kalemicer kalemicest,2,
kaolinous,not-in-wn,False,,kaolinousest,1,
karmic,not-in-wn,False,,karmicer karmicest,2,twl_scrabble_dictionary
karstifiable,not-in-wn,False,,karstifiabler karstifiablest,2,
karyorrhectic,not-in-wn,False,,karyorrhecticest,1,
karyosomatic,not-in-wn,False,,karyosomaticer karyosomaticest,2,
karyosystematic,not-in-wn,False,,karyosystematicer karyosystematicest,2,
karyothecal,not-in-wn,False,,karyothecaler karyothecalest,2,
keepable,not-in-wn,False,,keepabler keepablest,2,twl_scrabble_dictionary
kempt,wn-adj,True,s,kemptest,1,twl_scrabble_dictionary
keramic,not-in-wn,False,,keramicer keramicest,2,twl_scrabble_dictionary
keraphyllous,not-in-wn,False,,keraphyllouser keraphyllousest,2,
kerataceous,not-in-wn,False,,kerataceouser kerataceousest,2,
keratectatic,not-in-wn,False,,keratectaticer keratectaticest,2,
keratinaceous,not-in-wn,False,,keratinaceouser keratinaceousest,2,
keratinate,not-in-wn,False,,keratinater,1,
keratinocytic,not-in-wn,False,,keratinocyticer keratinocyticest,2,
keratinolytic,not-in-wn,False,,keratinolyticer keratinolyticest,2,
keratinophagous,not-in-wn,False,,keratinophagouser keratinophagousest,2,
keratinous,not-in-wn,False,,keratinouser keratinousest,2,twl_scrabble_dictionary
keratitic,not-in-wn,False,,keratiticer keratiticest,2,
keratogenetic,not-in-wn,False,,keratogeneticer keratogeneticest,2,
keratoid,not-in-wn,False,,keratoider keratoidest,2,twl_scrabble_dictionary
keratolytic,not-in-wn,False,,keratolyticer keratolyticest,2,
keratomatous,not-in-wn,False,,keratomatouser keratomatousest,2,
kerygmatic,not-in-wn,False,,kerygmaticest,1,twl_scrabble_dictionary
ketoacidotic,not-in-wn,False,,ketoacidoticer ketoacidoticest,2,
ketonemic,not-in-wn,False,,ketonemicer ketonemicest,2,
ketonic,not-in-wn,False,,ketonicer ketonicest,2,twl_scrabble_dictionary
ketotic,not-in-wn,False,,ketoticer ketoticest,2,twl_scrabble_dictionary
kettlecorn,not-in-wn,False,,kettlecorner,1,
keysmash,not-in-wn,False,,keysmasher,1,
kickable,not-in-wn,False,,kickabler kickablest,2,twl_scrabble_dictionary
kinked,wn-other,True,v,kinkeder kinkedest,2,twl_scrabble_dictionary
kinkless,not-in-wn,False,,kinklesser kinklessest,2,
kirtle,wn-other,True,n,kirtlest,1,twl_scrabble_dictionary
kismetic,not-in-wn,False,,kismeticer kismeticest,2,twl_scrabble_dictionary
kissable,not-in-wn,False,,kissabler kissablest,2,twl_scrabble_dictionary
kissworthy,not-in-wn,False,,kissworthier kissworthiest,2,
kistful,not-in-wn,False,,kistfuler kistfulest,2,twl_scrabble_dictionary
klinokinetic,not-in-wn,False,,klinokineticer klinokineticest,2,
klinotactic,not-in-wn,False,,klinotacticer klinotacticest,2,
klipfish,not-in-wn,False,,klipfisher,1,
kneadable,not-in-wn,False,,kneadabler kneadablest,2,twl_scrabble_dictionary
knifefish,not-in-wn,False,,knifefisher,1,
knittable,not-in-wn,False,,knittabler knittablest,2,twl_scrabble_dictionary
knotful,not-in-wn,False,,knotfuler,1,
knottable,not-in-wn,False,,knottabler knottablest,2,
knowable,wn-adj,True,a,knowabler knowablest,2,twl_scrabble_dictionary
labdanic,not-in-wn,False,,labdanicest,1,
labefacted,not-in-wn,False,,labefacteder labefactedest,2,
labelable,not-in-wn,False,,labelabler labelablest,2,twl_scrabble_dictionary
labellable,not-in-wn,False,,labellabler labellablest,2,
labellar,not-in-wn,False,,labellarer labellarest,2,
labelloid,not-in-wn,False,,labelloider labelloidest,2,twl_scrabble_dictionary
labial,wn-adj,True,an,labialer labialest,2,twl_scrabble_dictionary
labioguttural,not-in-wn,False,,labiogutturalest,1,
labiolingual,not-in-wn,False,,labiolingualer labiolingualest,2,
labiomarginal,not-in-wn,False,,labiomarginaler labiomarginalest,2,
labiomental,not-in-wn,False,,labiomentaler labiomentalest,2,
labiopalatal,not-in-wn,False,,labiopalataler labiopalatalest,2,
labiopalatine,not-in-wn,False,,labiopalatiner labiopalatinest,2,
labioproximal,not-in-wn,False,,labioproximaler labioproximalest,2,
labioscrotal,not-in-wn,False,,labioscrotaler labioscrotalest,2,
laborable,not-in-wn,False,,laborabler laborablest,2,
laccate,not-in-wn,False,,laccater laccatest,2,
laceable,not-in-wn,False,,laceabler laceablest,2,
laceless,not-in-wn,False,,lacelesser lacelessest,2,twl_scrabble_dictionary
lacerable,not-in-wn,False,,lacerabler lacerablest,2,twl_scrabble_dictionary
lacerative,not-in-wn,False,,lacerativer lacerativest,2,twl_scrabble_dictionary
lachrymable,not-in-wn,False,,lachrymabler lachrymablest,2,
lachrymogenic,not-in-wn,False,,lachrymogenicer lachrymogenicest,2,
lachrymous,not-in-wn,False,,lachrymouser lachrymousest,2,
lackadaisical,wn-adj,True,s,lackadaisicaler lackadaisicalest,2,twl_scrabble_dictionary
lackluster,wn-adj,True,s,lacklusterer lacklusterest,2,twl_scrabble_dictionary
lacklustrous,not-in-wn,False,,lacklustrouser lacklustrousest,2,
lackpenny,not-in-wn,False,,lackpennier lackpenniest,2,
lacquerable,not-in-wn,False,,lacquerabler lacquerablest,2,
lactamic,not-in-wn,False,,lactamicer lactamicest,2,
lactarious,not-in-wn,False,,lactariouser lactariousest,2,
lactative,not-in-wn,False,,lactativer lactativest,2,
lactatory,not-in-wn,False,,lactatorier lactatoriest,2,
lacteal,wn-adj,True,an,lactealer lactealest,2,twl_scrabble_dictionary
lacteous,not-in-wn,False,,lacteouser lacteousest,2,twl_scrabble_dictionary
lactic,wn-adj,True,a,lacticer lacticest,2,twl_scrabble_dictionary
lactonic,not-in-wn,False,,lactonicer lactonicest,2,twl_scrabble_dictionary
lactopropionic,not-in-wn,False,,lactopropionicer lactopropionicest,2,
lacunous,not-in-wn,False,,lacunouser lacunousest,2,
ladyfish,wn-other,True,n,ladyfisher,1,twl_scrabble_dictionary
laic,wn-adj,True,s,laicest,1,twl_scrabble_dictionary
laical,not-in-wn,False,,laicalest,1,twl_scrabble_dictionary
laigh,not-in-wn,False,,laigher laighest,2,twl_scrabble_dictionary
lamentatory,not-in-wn,False,,lamentatorier lamentatoriest,2,
laminable,not-in-wn,False,,laminabler laminablest,2,twl_scrabble_dictionary
laminal,wn-adj,True,s,laminaler laminalest,2,twl_scrabble_dictionary
laminary,not-in-wn,False,,laminarier laminariest,2,twl_scrabble_dictionary
laminatable,not-in-wn,False,,laminatabler laminatablest,2,
lampfish,not-in-wn,False,,lampfisher,1,
lampoonable,not-in-wn,False,,lampoonabler lampoonablest,2,
landable,not-in-wn,False,,landabler landablest,2,
lapidate,wn-other,True,v,lapidater,1,twl_scrabble_dictionary
lapsable,not-in-wn,False,,lapsabler lapsablest,2,twl_scrabble_dictionary
larcenous,wn-other,True,n,larcenouser larcenousest,2,twl_scrabble_dictionary
lardlike,not-in-wn,False,,lardliker lardlikest,2,twl_scrabble_dictionary
larviculture,not-in-wn,False,,larviculturer,1,
laryngismal,not-in-wn,False,,laryngismaler laryngismalest,2,
laryngitic,not-in-wn,False,,laryngiticer laryngiticest,2,twl_scrabble_dictionary
laryngobronchial,not-in-wn,False,,laryngobronchialer laryngobronchialest,2,
laryngoesophageal,not-in-wn,False,,laryngoesophagealer laryngoesophagealest,2,
laryngoscopical,not-in-wn,False,,laryngoscopicaler laryngoscopicalest,2,
laryngospastic,not-in-wn,False,,laryngospasticer laryngospasticest,2,
laryngostenotic,not-in-wn,False,,laryngostenoticer laryngostenoticest,2,
latchable,not-in-wn,False,,latchabler latchablest,2,
latchless,not-in-wn,False,,latchlesser latchlessest,2,
latericious,not-in-wn,False,,latericiouser latericiousest,2,
lateritic,not-in-wn,False,,lateriticer lateriticest,2,twl_scrabble_dictionary
latherable,not-in-wn,False,,latherabler latherablest,2,
latipennate,not-in-wn,False,,latipennater latipennatest,2,
latitudinal,wn-adj,True,a,latitudinaler latitudinalest,2,twl_scrabble_dictionary
latitudinary,not-in-wn,False,,latitudinarier latitudinariest,2,
lative,not-in-wn,False,,lativer lativest,2,
latreutic,not-in-wn,False,,latreuticer latreuticest,2,
latreutical,not-in-wn,False,,latreuticaler latreuticalest,2,
laudable,wn-adj,True,s,laudabler laudablest,2,twl_scrabble_dictionary
laudatory,wn-adj,True,s,laudatorier laudatoriest,2,twl_scrabble_dictionary
laughable,wn-adj,True,s,laughabler,1,twl_scrabble_dictionary
laughless,not-in-wn,False,,laughlesser laughlessest,2,
launchable,not-in-wn,False,,launchabler launchablest,2,
launderable,not-in-wn,False,,launderabler launderablest,2,
lawless,wn-adj,True,s,lawlesser lawlessest,2,twl_scrabble_dictionary
laxiflorous,not-in-wn,False,,laxiflorouser laxiflorousest,2,
laxifolious,not-in-wn,False,,laxifoliouser laxifoliousest,2,
layable,not-in-wn,False,,layabler layablest,2,
leadlike,not-in-wn,False,,leadliker leadlikest,2,
leafclad,not-in-wn,False,,leafclader leafcladest,2,
leafless,wn-adj,True,a,leaflesser leaflessest,2,twl_scrabble_dictionary
leal,wn-adj,True,s,lealer lealest,2,twl_scrabble_dictionary
leaseback,not-in-wn,False,,leasebacker,1,twl_scrabble_dictionary
leatherwear,not-in-wn,False,,leatherwearer,1,
lecherous,wn-adj,True,s,lecherouser lecherousest,2,twl_scrabble_dictionary
leisuresome,not-in-wn,False,,leisuresomer leisuresomest,2,
lemurine,not-in-wn,False,,lemuriner lemurinest,2,twl_scrabble_dictionary
lemurlike,not-in-wn,False,,lemurliker lemurlikest,2,twl_scrabble_dictionary
lemuroid,not-in-wn,False,,lemuroider lemuroidest,2,twl_scrabble_dictionary
lendable,wn-adj,True,s,lendabler lendablest,2,twl_scrabble_dictionary
lentoid,not-in-wn,False,,lentoider lentoidest,2,twl_scrabble_dictionary
leopardlike,not-in-wn,False,,leopardliker leopardlikest,2,
leprechaunish,not-in-wn,False,,leprechaunisher leprechaunishest,2,twl_scrabble_dictionary
leprotic,not-in-wn,False,,leproticer leproticest,2,twl_scrabble_dictionary
leprous,wn-adj,True,a,leprouser leprousest,2,twl_scrabble_dictionary
leptogenic,not-in-wn,False,,leptogenicer leptogenicest,2,
leptokurtotic,not-in-wn,False,,leptokurtoticer leptokurtoticest,2,
leptonic,not-in-wn,False,,leptonicer leptonicest,2,twl_scrabble_dictionary
leptospiral,not-in-wn,False,,leptospiraler leptospiralest,2,twl_scrabble_dictionary
lesional,not-in-wn,False,,lesionaler,1,
leucoblastic,not-in-wn,False,,leucoblasticer leucoblasticest,2,
leucocortical,not-in-wn,False,,leucocorticaler leucocorticalest,2,
leucocrate,not-in-wn,False,,leucocrater leucocratest,2,
leucocytoclastic,not-in-wn,False,,leucocytoclasticer leucocytoclasticest,2,
leucocytolytic,not-in-wn,False,,leucocytolyticer leucocytolyticest,2,
leucodermatous,not-in-wn,False,,leucodermatouser leucodermatousest,2,
leucomatous,not-in-wn,False,,leucomatouser leucomatousest,2,
leucophlegmatic,not-in-wn,False,,leucophlegmaticer leucophlegmaticest,2,
leucoplastic,not-in-wn,False,,leucoplasticer leucoplasticest,2,
leucopterous,not-in-wn,False,,leucopterouser leucopterousest,2,
leucorrheal,not-in-wn,False,,leucorrhealer leucorrhealest,2,
leucospermous,not-in-wn,False,,leucospermouser leucospermousest,2,
leucotephritic,not-in-wn,False,,leucotephriticer leucotephriticest,2,
leucothoid,not-in-wn,False,,leucothoider leucothoidest,2,
leucotic,not-in-wn,False,,leucoticer leucoticest,2,
levable,not-in-wn,False,,levabler levablest,2,
levelable,not-in-wn,False,,levelabler levelablest,2,
levellable,not-in-wn,False,,levellabler levellablest,2,
leverageable,not-in-wn,False,,leverageabler leverageablest,2,
leverless,not-in-wn,False,,leverlesser leverlessest,2,
leverlike,not-in-wn,False,,leverliker leverlikest,2,
leviable,not-in-wn,False,,leviabler leviablest,2,twl_scrabble_dictionary
leviathanic,not-in-wn,False,,leviathanicer leviathanicest,2,
levofolinic,not-in-wn,False,,levofolinicer levofolinicest,2,
libratory,not-in-wn,False,,libratorier libratoriest,2,twl_scrabble_dictionary
lichenaceous,not-in-wn,False,,lichenaceouser lichenaceousest,2,
lichenicolous,not-in-wn,False,,lichenicolouser lichenicolousest,2,
lichenless,not-in-wn,False,,lichenlesser lichenlessest,2,
lichenographic,not-in-wn,False,,lichenographicer lichenographicest,2,
lichenographical,not-in-wn,False,,lichenographicaler lichenographicalest,2,
lichenologic,not-in-wn,False,,lichenologicer lichenologicest,2,
lichenological,not-in-wn,False,,lichenologicaler lichenologicalest,2,twl_scrabble_dictionary
lichenometric,not-in-wn,False,,lichenometricer lichenometricest,2,
lid,wn-other,True,n,liddest,1,twl_scrabble_dictionary
lidless,wn-adj,True,as,lidlesser lidlessest,2,twl_scrabble_dictionary
lienable,not-in-wn,False,,lienabler lienablest,2,twl_scrabble_dictionary
lifecare,not-in-wn,False,,lifecarer,1,twl_scrabble_dictionary
lifeful,not-in-wn,False,,lifefuler lifefulest,2,twl_scrabble_dictionary
lifeless,wn-adj,True,s,lifelesser lifelessest,2,twl_scrabble_dictionary
liftable,not-in-wn,False,,liftabler liftablest,2,twl_scrabble_dictionary
ligamentous,not-in-wn,False,,ligamentouser ligamentousest,2,twl_scrabble_dictionary
ligative,not-in-wn,False,,ligativer ligativest,2,twl_scrabble_dictionary
lightish,not-in-wn,False,,lightisher lightishest,2,twl_scrabble_dictionary
lignotuberous,not-in-wn,False,,lignotuberouser lignotuberousest,2,
lignous,not-in-wn,False,,lignouser lignousest,2,
ligular,not-in-wn,False,,ligularer ligularest,2,twl_scrabble_dictionary
ligulate,not-in-wn,False,,ligulater ligulatest,2,twl_scrabble_dictionary
liguliflorous,not-in-wn,False,,liguliflorouser liguliflorousest,2,
liguloid,not-in-wn,False,,liguloider liguloidest,2,twl_scrabble_dictionary
limeless,not-in-wn,False,,limelesser limelessest,2,twl_scrabble_dictionary
limpid,wn-adj,True,s,limpider,1,twl_scrabble_dictionary
limpy,not-in-wn,False,,limpier limpiest,2,
limuloid,not-in-wn,False,,limuloider limuloidest,2,twl_scrabble_dictionary
linable,not-in-wn,False,,linabler linablest,2,twl_scrabble_dictionary
lineable,not-in-wn,False,,lineabler lineablest,2,twl_scrabble_dictionary
lineal,wn-adj,True,as,linealer linealest,2,twl_scrabble_dictionary
lineamental,not-in-wn,False,,lineamentaler lineamentalest,2,twl_scrabble_dictionary
linearizable,not-in-wn,False,,linearizabler linearizablest,2,
linkable,not-in-wn,False,,linkabler linkablest,2,twl_scrabble_dictionary
lintless,not-in-wn,False,,lintlesser lintlessest,2,twl_scrabble_dictionary
linyphiine,not-in-wn,False,,linyphiiner linyphiinest,2,
lionesque,not-in-wn,False,,lionesqueer lionesqueest,2,
liquate,not-in-wn,False,,liquater liquatest,2,twl_scrabble_dictionary
liquative,not-in-wn,False,,liquativer liquativest,2,
liquorish,not-in-wn,False,,liquorisher liquorishest,2,twl_scrabble_dictionary
listless,wn-adj,True,s,listlesser listlessest,2,twl_scrabble_dictionary
literary,wn-adj,True,as,literarier literariest,2,twl_scrabble_dictionary
literate,wn-adj,True,ans,literatest,1,twl_scrabble_dictionary
litigatable,not-in-wn,False,,litigatabler litigatablest,2,
litigative,not-in-wn,False,,litigativer litigativest,2,
litigatory,not-in-wn,False,,litigatorier litigatoriest,2,
litigious,wn-adj,True,as,litigiouser litigiousest,2,twl_scrabble_dictionary
litoral,wn-other,True,n,litoralest,1,twl_scrabble_dictionary
litotic,not-in-wn,False,,litoticer litoticest,2,twl_scrabble_dictionary
livable,wn-adj,True,a,livabler livablest,2,twl_scrabble_dictionary
liveable,wn-adj,True,a,liveabler liveablest,2,twl_scrabble_dictionary
livid,wn-adj,True,s,livider lividest,2,twl_scrabble_dictionary
loath,wn-adj,True,s,loathest,1,twl_scrabble_dictionary
loathful,not-in-wn,False,,loathfuler loathfulest,2,twl_scrabble_dictionary
lobate,wn-adj,True,as,lobatest,1,twl_scrabble_dictionary
lobulate,not-in-wn,False,,lobulater lobulatest,2,twl_scrabble_dictionary
localizable,not-in-wn,False,,localizabler localizablest,2,twl_scrabble_dictionary
lomatous,not-in-wn,False,,lomatouser lomatousest,2,
longish,wn-adj,True,s,longisher longishest,2,twl_scrabble_dictionary
lophocercous,not-in-wn,False,,lophocercousser lophocercoussest,2,
lophotrichous,not-in-wn,False,,lophotrichouser lophotrichousest,2,
lossy,wn-adj,True,a,lossier lossiest,2,twl_scrabble_dictionary
lotic,wn-adj,True,a,loticer loticest,2,twl_scrabble_dictionary
lotophagous,not-in-wn,False,,lotophagouser lotophagousest,2,
lour,wn-other,True,v,lourer,1,twl_scrabble_dictionary
loutish,wn-adj,True,s,loutisher loutishest,2,twl_scrabble_dictionary
lowish,not-in-wn,False,,lowisher lowishest,2,twl_scrabble_dictionary
loyal,wn-adj,True,as,loyaller loyallest,2,twl_scrabble_dictionary
lucicolous,not-in-wn,False,,lucicolousest,1,
lumberlike,not-in-wn,False,,lumberliker lumberlikest,2,
lumbersexual,not-in-wn,False,,lumbersexualer lumbersexualest,2,
lunitidal,not-in-wn,False,,lunitidaler lunitidalest,2,twl_scrabble_dictionary
lupoid,not-in-wn,False,,lupoider lupoidest,2,
luscious,wn-adj,True,s,lusciouser lusciousest,2,twl_scrabble_dictionary
lusterless,wn-adj,True,s,lusterlesser lusterlessest,2,twl_scrabble_dictionary
lustral,not-in-wn,False,,lustraler lustralest,2,twl_scrabble_dictionary
lute,wn-other,True,n,luter,1,twl_scrabble_dictionary
lutefisk,wn-other,True,n,lutefisker,1,twl_scrabble_dictionary
luteous,not-in-wn,False,,luteouser luteousest,2,twl_scrabble_dictionary
luticolous,not-in-wn,False,,luticolouser luticolousest,2,
luxuriate,wn-other,True,v,luxuriater,1,twl_scrabble_dictionary
lycophytic,not-in-wn,False,,lycophyticer lycophyticest,2,
lycopodiaceous,not-in-wn,False,,lycopodiaceouser lycopodiaceousest,2,
lymphangiectatic,not-in-wn,False,,lymphangiectaticer lymphangiectaticest,2,
lymphatic,wn-adj,True,a,lymphaticer lymphaticest,2,twl_scrabble_dictionary
lymphedematous,not-in-wn,False,,lymphedematouser lymphedematousest,2,
lynchable,not-in-wn,False,,lynchabler lynchablest,2,
lyrate,wn-adj,True,s,lyrater lyratest,2,twl_scrabble_dictionary
lyrebird,wn-other,True,n,lyrebirder,1,twl_scrabble_dictionary
lysosomotropic,not-in-wn,False,,lysosomotropicer lysosomotropicest,2,
lysozymal,not-in-wn,False,,lysozymaler lysozymalest,2,
lyxonic,not-in-wn,False,,lyxonicer lyxonicest,2,
macho,wn-adj,True,ns,machoer machoest,2,twl_scrabble_dictionary
macilent,not-in-wn,False,,macilenter macilentest,2,
macroassay,not-in-wn,False,,macroassayer,1,
macrocrystic,not-in-wn,False,,macrocrysticer macrocrysticest,2,
macrocytic,not-in-wn,False,,macrocyticer macrocyticest,2,twl_scrabble_dictionary
macrodontic,not-in-wn,False,,macrodonticer macrodonticest,2,
macrodynamical,not-in-wn,False,,macrodynamicaler macrodynamicalest,2,
macroeconometric,not-in-wn,False,,macroeconometricer macroeconometricest,2,
macroeconomic,wn-adj,True,a,macroeconomicer macroeconomicest,2,twl_scrabble_dictionary
macroeconomical,not-in-wn,False,,macroeconomicaler macroeconomicalest,2,
macroglossic,not-in-wn,False,,macroglossicer macroglossicest,2,
macrognathous,not-in-wn,False,,macrognathouser macrognathousest,2,
macrogynous,not-in-wn,False,,macrogynouser macrogynousest,2,
macrogyric,not-in-wn,False,,macrogyricer macrogyricest,2,
madreporacean,not-in-wn,False,,madreporaceaner madreporaceanest,2,
madreporous,not-in-wn,False,,madreporouser madreporousest,2,
madrigalistic,not-in-wn,False,,madrigalisticer madrigalisticest,2,
maggotish,not-in-wn,False,,maggotisher maggotishest,2,
maggotty,not-in-wn,False,,maggottier maggottiest,2,
magnetogalvanic,not-in-wn,False,,magnetogalvanicer magnetogalvanicest,2,
magnetogravitic,not-in-wn,False,,magnetograviticer magnetograviticest,2,
magnetohemodynamic,not-in-wn,False,,magnetohemodynamicer magnetohemodynamicest,2,
magnetokinetic,not-in-wn,False,,magnetokineticer magnetokineticest,2,
magnetological,not-in-wn,False,,magnetologicaler magnetologicalest,2,
magnetomechanical,not-in-wn,False,,magnetomechanicaler magnetomechanicalest,2,
magnetorefractive,not-in-wn,False,,magnetorefractiver magnetorefractivest,2,
magnetoresistive,not-in-wn,False,,magnetoresistiver magnetoresistivest,2,
magnetoresponsive,not-in-wn,False,,magnetoresponsiver magnetoresponsivest,2,
magnetosensitive,not-in-wn,False,,magnetosensitiver magnetosensitivest,2,
magnetosignal,not-in-wn,False,,magnetosignaler,1,
magnetosonic,not-in-wn,False,,magnetosonicer magnetosonicest,2,
magnetostatical,not-in-wn,False,,magnetostaticaler,1,
main,wn-adj,True,ans,mainer,1,twl_scrabble_dictionary
maledictory,not-in-wn,False,,maledictorier maledictoriest,2,twl_scrabble_dictionary
malefical,not-in-wn,False,,maleficaler maleficalest,2,
maleficent,wn-adj,True,a,maleficenter maleficentest,2,twl_scrabble_dictionary
malleable,wn-adj,True,s,malleabler malleablest,2,twl_scrabble_dictionary
malleoincudal,not-in-wn,False,,malleoincudaler malleoincudalest,2,
malocclusive,not-in-wn,False,,malocclusiver malocclusivest,2,
malodorous,wn-adj,True,a,malodorouser malodorousest,2,twl_scrabble_dictionary
malodourous,wn-adj,True,a,malodourouser malodourousest,2,
mamillate,not-in-wn,False,,mamillater mamillatest,2,
mammary,wn-adj,True,a,mammarier mammariest,2,twl_scrabble_dictionary
mandatary,wn-other,True,n,mandatarier mandatariest,2,twl_scrabble_dictionary
mandatory,wn-adj,True,ns,mandatorier mandatoriest,2,twl_scrabble_dictionary
maneuverable,wn-adj,True,s,maneuverabler maneuverablest,2,twl_scrabble_dictionary
manganic,not-in-wn,False,,manganicer manganicest,2,twl_scrabble_dictionary
manganitic,not-in-wn,False,,manganiticer manganiticest,2,
manganous,not-in-wn,False,,manganouser manganousest,2,twl_scrabble_dictionary
manglicolous,not-in-wn,False,,manglicolouser manglicolousest,2,
